설문번호,그룹번호,설문문항번호,설문문항
12110,22,2,교육 이수 후 새롭게 습득한 공무직 기간제근로자 인사 실무에 필요한 지식･스킬･기술을 실제 업무영역 전반에 걸쳐 활용하였다.
12110,22,3,공무직 기간제근로자 노무관리 관련 근로기준법 및 노동법에 대해 정확하게 이해하여 현장에서 명확히 적용하였다.
12110,22,4,"부산시 공무직 단체협약의 주요내용 및 관련 문제해결 사례를 숙지하여, 실제업무에 적극 활용하였다."
12110,22,5,"근로계약서 작성법을 숙지하고, 근로시간·휴가·휴직 등의 복무관리에 대한 주요사례를 학습하여 해당사항 발생시 정확히 처리하였다."
12110,22,6,"급여·수당·퇴직금 등에 대한 계산방법 및 쟁점사항을 충분히  숙지하여, 해당업무를 정확하게 집행할 수 있었다."
12110,23,1,(교과목 현업도) 교육과정내 편성된 각 교과목들이 현업적용에 얼마나 기여했는지를 평가하는 문항입니다. 각 교과목에 해당하는 현업적용 기여도를 입력 바랍니다. 
12110,23,2,교과목 : 근로기준법 및 노동법 기초
12110,23,3,교과목 : 공무직 단체협약 및 임금 협약
12110,23,4,"교과목 : 공무직 및 기간제근로자 노무관리 실무  ·······  근로계약서, 휴일, 급여 등"
12110,23,5,"교과목 : 부산시 주요 노동분쟁 사례분석  ·······  교육생 질의 응답,실무상 주의점"
12110,24,1,(조직환경) 다음은 귀하가 속한 조직의 근무환경과 현업적용의 상관관계를 알아보는 문항입니다.
12110,24,2,귀하가 교육수료후 현업복귀시 학습한 내용을 업무에 적용토록 기회가 제공되었습니까?
12110,24,3,"귀하가 학습한 내용을 업무에 적용했을 시 상사･동료의 지원(코칭,피드백)이 있었습니까?"
12110,24,4,귀하가 교육에서 새롭게 습득한 지식･기술이 부서에  도움을 주고 있다고 생각하십니까?
12110,24,5,귀하의 조직은 직무성과를 제고키 위해 새로운 방법을 시도 하는 것을 높이 평가합니까?
12110,24,6,귀하의 조직은 교육받은 것을 적용해볼 수 있도록 개인에게 충분한 재량권･지원을 줍니까?
12110,25,1,■ (성공･실패요인) 다음은 현업적용의 성공 및 실패요인을 알아보는 문항입니다.
12110,25,2, 본 교육에서 학습한 내용을 업무에 적용시 가장 큰 성공요인은 무엇이라고 생각하십니까?
12110,25,3,본 교육에서 학습한 내용을 업무에 적용시 가장 큰 장애요인은 무엇이라고 생각하십니까?
12110,26,1," (필수) 본 &quot;공무직 및 기간제근로자 인사실무&quot;과정의 교육내용이 보다 더 현업에서 활용되기 위하여, 개선이 필요하다고 생각되시는 의견을 작성하여 주십시오.   (예시 :  추가･삭제되었으면 하는 교과목, 반영이 필요한 새로운 업무내용, 교육운영상 개선사항, 현업도 향상 아이디어 등)"
12111,1,1,공무직 기간제근로자 인사실무과정의 현업적용도･성과기여도 측정 설문을 시작합니다. 
12111,1,3,직급
12111,1,4,근무연수
12111,1,9,직렬(직종)
12111,1,10,근무처
12111,1,11,현재업무 담당기간
12111,13,1,■ 이제부터 귀하가 현재 가지고 있는 인사실무역량으로       업무를 수행하였을 경우 예상되는 업무성과수준에 대하여 설문을 실시합니다. ■  4문항(4가지) 업무영역에 대하여 설문합니다. 
12111,13,3,현재의 지식･역량으로 / 근로기준법 등 노동법을 업무에 적용하여 추진할때 / &lt;행정력낭비의 축소&gt;라는 성과를  어느수준으로 달성가능하십니까?    
12111,13,4,1. 귀하가 현재 가지고 있는 지식･역량으로      근로기준법 등 노동법을 업무전반에 적용하여 추진할때     &lt;행정력 낭비의 감소&gt;라는 성과를  아래 어느수준으로 달성가능하십니까?         해당하는 수준(1번~10번)에 (v)표하여 주십시오.
12111,13,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12111,13,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12111,18,3,현재의 지식･역량으로 /  당해년도 단체협약을 업무전반에 적용할시 / &lt;이해당사자의 만족도 신뢰도 향상&gt;라는 성과를  어느수준으로 달성가능하십니까?    
12111,18,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12111,18,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12111,18,7,2. 귀하가 현재 가지고 있는 지식･역량으로          해당년도의 단체협약을 업무전반에 적용할 때     &lt;이해당사자의 만족도 신뢰도 향상&gt;라는 성과를      아래  어느수준으로 달성가능하십니까?              해당하는 수준(1번~10번)에 (v)표하여 주십시오.
12111,19,3,현재의 지식･역량으로 /   근로계약서 작성 및 복무관리를 수행할때 /  &lt;복무감사 근태점검시 지적사항 감소&gt;라는 성과를 어느수준으로 달성가능하십니까?    
12111,19,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12111,19,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12111,19,7,3. 귀하가 현재 가지고 있는 지식･역량으로         근로계약서 작성 및 복무관리를 수행할때          &lt;복무감사 근태점검시 지적사항 감소&gt;라는 성과를      아래  어느수준으로 달성가능하십니까?             해당하는 수준(1번~10번)에 (v)표하여 주십시오
12111,20,3,현재의 지식･역량으로 /   급여 수당 및 퇴직금을 지급처리할때 /  &lt;이해당사자 만족도 및 업무처리속도 향상&gt;라는 성과를 어느수준으로 달성가능하십니까?    
12111,20,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12111,20,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12111,20,7,4. 귀하가 현재 가지고 있는 지식･역량으로         급여 수당 및 퇴직금 지급처리를 할때          &lt;이해당사자의 만족 및 업무처리속도 향상&gt;이라는 성과를      아래  어느수준으로 달성가능하십니까?             해당하는 수준(1번~10번)에 (v)표하여 주십시오
12111,21,1,■ (현업적용여부) 교육받은 내용을 실제업무에  사용해보았는지 여부를 알아보는 문항입니다.
12111,21,2,귀하가 본 교육에서 배운 지식･기술･역량을 현업복귀 후 적용한 시기는 언제입니까? 
12111,21,3,(1번문항 ⑤ &apos;현업 미적용&apos; 선택자만 응답. 그외는 답변하지않고 다음 문항으로 진행바람) 교육과정에서 배운 내용을 현업에 미적용하게 된 이유는 무엇입니까?
12111,22,1,■ (현업적용도 측정) 교육내용이 현업에 얼마나 자주 사용되었는지의 수준을 알아보기 위한 문항입니다.   각 문항(영역)별로 어느정도 현업적용하였는지를 체크해 주시기 바랍니다. 
12111,22,2,교육 이수 후 새롭게 습득한 공무직 기간제근로자 인사 실무에 필요한 지식･스킬･기술을 실제 업무영역 전반에 걸쳐 활용하였다.
12111,22,3,공무직 기간제근로자 노무관리 관련 근로기준법 및 노동법에 대해 정확하게 이해하여 현장에서 명확히 적용하였다.
12111,22,4,"부산시 공무직 단체협약의 주요내용 및 관련 문제해결 사례를 숙지하여, 실제업무에 적극 활용하였다."
12111,22,5,"근로계약서 작성법을 숙지하고, 근로시간·휴가·휴직 등의 복무관리에 대한 주요사례를 학습하여 해당사항 발생시 정확히 처리하였다."
12111,22,6,"급여·수당·퇴직금 등에 대한 계산방법 및 쟁점사항을 충분히  숙지하여, 해당업무를 정확하게 집행할 수 있었다."
12111,23,1,(교과목 현업도) 교육과정내 편성된 각 교과목들이 현업적용에 얼마나 기여했는지를 평가하는 문항입니다. 각 교과목에 해당하는 현업적용 기여도를 입력 바랍니다. 
12111,23,2,교과목 : 근로기준법 및 노동법 기초
12111,23,3,교과목 : 공무직 단체협약 및 임금 협약
12111,23,4,"교과목 : 공무직 및 기간제근로자 노무관리 실무  ·······  근로계약서, 휴일, 급여 등"
12111,23,5,"교과목 : 부산시 주요 노동분쟁 사례분석  ·······  교육생 질의 응답,실무상 주의점"
12111,24,1,(조직환경) 다음은 귀하가 속한 조직의 근무환경과 현업적용의 상관관계를 알아보는 문항입니다.
12111,24,2,귀하가 교육수료후 현업복귀시 학습한 내용을 업무에 적용토록 기회가 제공되었습니까?
12111,24,3,"귀하가 학습한 내용을 업무에 적용했을 시 상사･동료의 지원(코칭,피드백)이 있었습니까?"
12111,24,4,귀하가 교육에서 새롭게 습득한 지식･기술이 부서에  도움을 주고 있다고 생각하십니까?
12111,24,5,귀하의 조직은 직무성과를 제고키 위해 새로운 방법을 시도 하는 것을 높이 평가합니까?
12111,24,6,귀하의 조직은 교육받은 것을 적용해볼 수 있도록 개인에게 충분한 재량권･지원을 줍니까?
12111,25,1,■ (성공･실패요인) 다음은 현업적용의 성공 및 실패요인을 알아보는 문항입니다.
12111,25,2, 본 교육에서 학습한 내용을 업무에 적용시 가장 큰 성공요인은 무엇이라고 생각하십니까?
12111,25,3,본 교육에서 학습한 내용을 업무에 적용시 가장 큰 장애요인은 무엇이라고 생각하십니까?
12111,26,1," (필수) 본 &quot;공무직 및 기간제근로자 인사실무&quot;과정의 교육내용이 보다 더 현업에서 활용되기 위하여, 개선이 필요하다고 생각되시는 의견을 작성하여 주십시오.   (예시 :  추가･삭제되었으면 하는 교과목, 반영이 필요한 새로운 업무내용, 교육운영상 개선사항, 현업도 향상 아이디어 등)"
12112,1,1,공무직 기간제근로자 인사실무과정의 현업적용도･성과기여도 측정 설문을 시작합니다. 
12112,1,3,직급
12112,1,4,근무연수
12112,1,9,직렬(직종)
12112,1,10,근무처
12112,1,11,현재업무 담당기간
12112,13,1,■ 이제부터 귀하가 현재 가지고 있는 인사실무역량으로       업무를 수행하였을 경우 예상되는 업무성과수준에 대하여 설문을 실시합니다. ■  4문항(4가지) 업무영역에 대하여 설문합니다. 
12112,13,3,현재의 지식･역량으로 / 근로기준법 등 노동법을 업무에 적용하여 추진할때 / &lt;행정력낭비의 축소&gt;라는 성과를  어느수준으로 달성가능하십니까?    
12112,13,4,1. 귀하가 현재 가지고 있는 지식･역량으로      근로기준법 등 노동법을 업무전반에 적용하여 추진할때     &lt;행정력 낭비의 감소&gt;라는 성과를  아래 어느수준으로 달성가능하십니까?         해당하는 수준(1번~10번)에 (v)표하여 주십시오.
12112,13,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12112,13,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12112,18,3,현재의 지식･역량으로 /  당해년도 단체협약을 업무전반에 적용할시 / &lt;이해당사자의 만족도 신뢰도 향상&gt;라는 성과를  어느수준으로 달성가능하십니까?    
12112,18,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12112,18,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12112,18,7,2. 귀하가 현재 가지고 있는 지식･역량으로          해당년도의 단체협약을 업무전반에 적용할 때     &lt;이해당사자의 만족도 신뢰도 향상&gt;라는 성과를      아래  어느수준으로 달성가능하십니까?              해당하는 수준(1번~10번)에 (v)표하여 주십시오.
12112,19,3,현재의 지식･역량으로 /   근로계약서 작성 및 복무관리를 수행할때 /  &lt;복무감사 근태점검시 지적사항 감소&gt;라는 성과를 어느수준으로 달성가능하십니까?    
12112,19,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12112,19,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12112,19,7,3. 귀하가 현재 가지고 있는 지식･역량으로         근로계약서 작성 및 복무관리를 수행할때          &lt;복무감사 근태점검시 지적사항 감소&gt;라는 성과를      아래  어느수준으로 달성가능하십니까?             해당하는 수준(1번~10번)에 (v)표하여 주십시오
12112,20,3,현재의 지식･역량으로 /   급여 수당 및 퇴직금을 지급처리할때 /  &lt;이해당사자 만족도 및 업무처리속도 향상&gt;라는 성과를 어느수준으로 달성가능하십니까?    
12112,20,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
